Project,Id,Date of observation,Latitude,Longitude,Observer,Upload date,Edition date,Highlighted,Highlight type,Validated,Species,Photo name,Comments,Editor,Editor comments,Link,Habitat,Depth,Abundance
Crustacis Decàpodes,2000080,2025-06-10,39.92499,4.00316,José Antonio  ,2025-06-10 17:32:12.797910+00:00,2025-11-24 12:03:36.675960+00:00,No,No destacada,Yes,Percnon gibbesi,86e52f90-54d2-4bf6-b34a-20053ce33bfc.webp,Situados entre 1 y 2 metros de profundidad entre rocas. Alimentándose de pequeñas algas incrustadas en las rocas.,,,https://www.observadoresdelmar.es/Observations/2000080,Rocks,2,12
Crustacis Decàpodes,2000147,2025-06-17,39.93914,3.95801,José Antonio  ,2025-06-17 21:20:59.280578+00:00,2025-11-24 11:18:08.274131+00:00,No,No destacada,Yes,Callinectes sapidus,2da140c4-edb8-4027-a1fa-2c8d6dbe4125.webp,Ejemplar de pequeño tamaño.10-15 cm de caparazón. A 30 cm de profundidad en muelle de embarque,,,https://www.observadoresdelmar.es/Observations/2000147,Mud,,1
Crustacis Decàpodes,2000180,2025-06-18,39.9222794,3.8247099,Genis Mir Baigol ,2025-06-21 09:56:19.677671+00:00,2025-06-21 09:56:19.677682+00:00,No,No destacada,No,Scyllarides latus,,"No hay foto, pero es una especia que no hay confusión",,,https://www.observadoresdelmar.es/Observations/2000180,Crevices,8,1
Crustacis Decàpodes,2000182,2025-06-18,39.9222794,3.8247099,Genis Mir Baigol ,2025-06-21 09:59:15.590239+00:00,2025-10-20 10:50:54.005962+00:00,No,No destacada,No,Dardanus calidus,326ab12d-b62e-4adb-aeb2-0842ae50c019.webp,"Estaba juntamente con otro ermitaño de tamaño muy inferior, cara a cara.",,,https://www.observadoresdelmar.es/Observations/2000182,Crevices,9,1
Crustacis Decàpodes,2000187,2025-06-21,39.4777,2.7222,XISCO MANRESA PANIZA,2025-06-21 12:10:24.685009+00:00,2025-11-24 12:03:36.721670+00:00,No,No destacada,Yes,Percnon gibbesi,2a2facfd-8db1-48a7-b111-a97f52640258.webp,,,,https://www.observadoresdelmar.es/Observations/2000187,Rocks,2,5
Crustacis Decàpodes,2000202,2025-06-20,39.00293,1.29253,Eva García Ortiz ,2025-06-21 18:32:11.959257+00:00,2025-11-24 12:03:36.659957+00:00,No,No destacada,Yes,Percnon gibbesi,727ff86e-1e8e-47b2-8494-04fdbb9ff729.webp,En las rocas de la orilla,,,https://www.observadoresdelmar.es/Observations/2000202,Rocks,1,
Crustacis Decàpodes,2000249,2025-05-25,39.9982796,3.8008499,Naomi Marti,2025-06-28 17:40:03.413962+00:00,2025-10-20 13:14:30.711971+00:00,No,No destacada,No,Lysmata seticaudata,940283c6-2b4a-42ec-98df-0cb8daf5b3ce.webp,size of a hand with antenna,,,https://www.observadoresdelmar.es/Observations/2000249,Crevices,10,3
Crustacis Decàpodes,2000250,2025-05-26,39.9982796,3.8008499,Naomi Marti,2025-06-28 17:41:28.928762+00:00,2025-10-20 13:14:31.262916+00:00,No,No destacada,No,Paguristes eremita,eea66145-a075-439b-8905-b3c076aac641.webp,,,,https://www.observadoresdelmar.es/Observations/2000250,Crevices,10,2
Crustacis Decàpodes,2000253,2025-06-07,39.9771805,3.83338,Naomi Marti,2025-06-28 18:01:22.710030+00:00,2025-10-20 13:15:13.748892+00:00,No,No destacada,No,Calcinus tubularis,6bc4e266-b3b6-4783-8641-2457cc2b7937.webp,so tiny I couldn't understand what it was with my eye. It was in between blocks of cement of the desalinization pipes,,,https://www.observadoresdelmar.es/Observations/2000253,,11,1
Crustacis Decàpodes,2000256,2025-06-28,39.33306,3.17897,XISCO MANRESA PANIZA,2025-06-28 20:07:04.728057+00:00,2025-11-24 12:03:36.395258+00:00,No,No destacada,Yes,Eriphia verrucosa,ab758109-d9a4-47c3-94c0-60d8827acaaa.webp,"2 ejemplares, uno a 0 metros y el otro a 1metro",,,https://www.observadoresdelmar.es/Observations/2000256,Rocks,,2
Crustacis Decàpodes,2000259,2025-06-16,39.9222984,3.8250899,Naomi Marti,2025-06-29 07:45:10.215689+00:00,2025-10-20 10:50:18.460514+00:00,No,No destacada,No,Dardanus calidus,a63c76b5-532f-4c75-9c5c-bf57040918e5.webp,"bigger than a fist, inside a kind of tunnel / cavern",,,https://www.observadoresdelmar.es/Observations/2000259,Rocks,10,1
Crustacis Decàpodes,2000260,2025-06-16,39.9222984,3.8250899,Naomi Marti,2025-06-29 07:46:54.986148+00:00,2025-10-20 10:50:18.990790+00:00,No,No destacada,No,Paguristes eremita,8047b7f0-eda6-4e8c-91b7-b371f9087383.webp,"inside a tunnel / cavern, in the shade,size of the palm of the hand",,,https://www.observadoresdelmar.es/Observations/2000260,Rocks,10,1
Crustacis Decàpodes,2000262,2025-06-11,39.9982796,3.8008499,Naomi Marti,2025-06-29 07:53:39.062482+00:00,2025-10-20 13:14:33.133693+00:00,No,No destacada,No,Palaemon serratus,646d9753-9fda-4a84-9e20-17ec2ae9e84d.webp,"in a cave, on a muddy/sandy bottom",,,https://www.observadoresdelmar.es/Observations/2000262,Mud,10,2
Crustacis Decàpodes,2000263,2025-06-11,39.9982796,3.8008499,Naomi Marti,2025-06-29 07:57:33.526849+00:00,2025-10-20 10:51:28.836027+00:00,No,No destacada,No,Stenopus spinosus,9df3c03e-d663-432e-8e98-14d992b9ccd9.webp,"in a cave, muddy sandy bottom, size of an hand",,,https://www.observadoresdelmar.es/Observations/2000263,Mud,10,5
Crustacis Decàpodes,2000264,2025-06-11,39.9982796,3.8008499,Naomi Marti,2025-06-29 07:58:51.297294+00:00,2025-10-20 10:51:34.919762+00:00,No,No destacada,No,Paguristes eremita,f69db08a-9cb2-4aa9-b587-a50f7284a779.webp,climbing on the wall,,,https://www.observadoresdelmar.es/Observations/2000264,Rocks,10,3
Crustacis Decàpodes,2000265,2025-06-11,39.9982796,3.8008499,Naomi Marti,2025-06-29 08:02:12.783133+00:00,2025-10-20 10:51:47.438749+00:00,No,No destacada,No,Stenopus spinosus,797b229e-0f38-4646-977a-d5c447bbf8c1.webp,"a bit smaller, little orange more transparent",,,https://www.observadoresdelmar.es/Observations/2000265,Mud,10,4
Crustacis Decàpodes,2000272,2025-06-16,39.9982796,3.8008499,Naomi Marti,2025-06-29 08:29:19.614278+00:00,2025-10-20 13:14:41.294252+00:00,No,No destacada,No,Stenopus spinosus,283800e8-310a-478e-af1b-5ac279984ec2.webp,,,,https://www.observadoresdelmar.es/Observations/2000272,Mud,10,4
Crustacis Decàpodes,2000284,2025-06-17,40.06345,4.13255,Naomi Marti,2025-06-29 08:54:56.928201+00:00,2025-10-20 11:09:47.968146+00:00,No,No destacada,No,Paguristes eremita,2ce12ef5-c047-4193-9241-7d03757e0d21.webp,,,,https://www.observadoresdelmar.es/Observations/2000284,Rocks,6,1
Crustacis Decàpodes,2000286,2025-06-18,40.0584,4.13602,Naomi Marti,2025-06-29 09:01:09.891215+00:00,2025-10-20 11:20:22.260221+00:00,No,No destacada,No,Scyllarus arctus,8c549186-0421-48bd-a196-e76381a2932a.webp,"on a wall, in the shade",,,https://www.observadoresdelmar.es/Observations/2000286,Rocks,15,3
Crustacis Decàpodes,2000288,2025-06-22,39.9222984,3.8250899,Naomi Marti,2025-06-29 09:04:43.621349+00:00,2025-10-20 13:15:15.721910+00:00,No,No destacada,No,Paguristes eremita,e36621da-a110-47b1-a3dc-efad950b2bbe.webp,,,,https://www.observadoresdelmar.es/Observations/2000288,Crevices,10,1
Crustacis Decàpodes,2000290,2025-06-23,39.9982796,3.8008499,Naomi Marti,2025-06-29 09:07:14.754812+00:00,2025-10-20 13:14:41.849985+00:00,No,No destacada,No,Paguristes eremita,803f9c0d-57bb-4fc5-a41b-5ff9473de45a.webp,,,,https://www.observadoresdelmar.es/Observations/2000290,Rocks,10,4
Crustacis Decàpodes,2000291,2025-06-23,39.9982796,3.8008499,Naomi Marti,2025-06-29 09:08:54.540666+00:00,2025-10-20 13:14:43.439573+00:00,No,No destacada,No,Stenopus spinosus,67efba55-7a8c-42bd-9c43-ae8d1c4bcd49.webp,,,,https://www.observadoresdelmar.es/Observations/2000291,Mud,10,5
Crustacis Decàpodes,2000293,2025-06-28,39.48691,2.47708,Daria  Wierciochowska,2025-06-29 16:14:31.466616+00:00,2025-11-24 12:03:36.652321+00:00,No,No destacada,Yes,Percnon gibbesi,696e9557-329b-47e1-a6db-2b513209af7a.webp,,,,https://www.observadoresdelmar.es/Observations/2000293,Rocks,3,1
Crustacis Decàpodes,2000294,2025-05-29,39.56023,2.66867,Jose Carlos Vila Bennasar,2025-06-30 09:54:42.490224+00:00,2025-06-30 09:54:42.490238+00:00,No,No destacada,No,Eriphia verrucosa,,,,,https://www.observadoresdelmar.es/Observations/2000294,Rocks,10,
Crustacis Decàpodes,2000307,2025-06-21,42.28439,3.29792,Nerea Vieitez,2025-06-30 13:48:55.107496+00:00,2025-10-20 12:30:02.733536+00:00,No,No destacada,No,Palinurus elephas,bff204aa-9860-42a7-9d15-a44cced2e91e.webp,,,,https://www.observadoresdelmar.es/Observations/2000307,Crevices,20,
Crustacis Decàpodes,2000310,2025-06-26,42.26096,3.17289,Nerea Vieitez,2025-06-30 13:54:01.713379+00:00,2025-10-20 12:31:11.274448+00:00,No,No destacada,No,Scyllarus arctus,c7924fd9-1bb2-4bc7-bd7e-c347bf5ba085.webp,,,,https://www.observadoresdelmar.es/Observations/2000310,Fine sandy beach,,
Crustacis Decàpodes,2000311,2025-06-25,42.2384,3.22799,Nerea Vieitez,2025-06-30 13:55:15.953939+00:00,2025-10-20 12:32:31.084996+00:00,No,No destacada,No,Hippolyte prideauxiana,9dd3785b-e755-43b3-af7b-7307d5f43626.webp,,,,https://www.observadoresdelmar.es/Observations/2000311,Rocks,18,1
Crustacis Decàpodes,2000317,2025-06-21,41.72092,2.93883,Nerea Vieitez,2025-06-30 14:01:14.687679+00:00,2025-10-20 12:35:22.177302+00:00,No,No destacada,No,Processa canaliculata,7d11772a-dafb-417b-b966-3327891e464b.webp,,,,https://www.observadoresdelmar.es/Observations/2000317,Fine sandy beach,15,
Crustacis Decàpodes,2000340,2025-06-19,40.06076,4.07679,Abel Miravalles Caballero,2025-07-02 18:24:34.331206+00:00,2025-11-24 12:03:36.643451+00:00,No,No destacada,Yes,Percnon gibbesi,e3e2a91e-d43d-43fb-9384-d61838f3a831.webp,"Se puede ver un ejemplar de la especie invasora Percnon gibbesi. Se encontraba en el piso infralitoral entre las grietas de las rocas de la Cala de Caballería, en Menorca. Había más ejemplares juntos (3-4) y también a lo largo de la cala.",,,https://www.observadoresdelmar.es/Observations/2000340,Crevices,1,4
Crustacis Decàpodes,2000381,2025-07-05,39.46238,2.47239,Daria  Wierciochowska,2025-07-07 08:24:43.678737+00:00,2025-10-20 11:40:09.870483+00:00,No,No destacada,No,,128d751b-7463-4138-ac64-9b61f2eb373b.webp,,,,https://www.observadoresdelmar.es/Observations/2000381,Rocks,34,1
Crustacis Decàpodes,2000386,2025-07-05,39.92139,4.01625,José Antonio  ,2025-07-07 08:55:35.293672+00:00,2025-11-24 11:18:08.296426+00:00,No,No destacada,Yes,Callinectes sapidus,4841ac59-bf05-4490-b078-27c42406b456.webp,Dentro de una cueva,,,https://www.observadoresdelmar.es/Observations/2000386,Rocks,1,1
Crustacis Decàpodes,2000393,2025-06-30,39.76831,3.3758,Michel Massanet Ginard,2025-07-07 11:48:34.779904+00:00,2025-11-24 12:03:36.577832+00:00,No,No destacada,Yes,Percnon gibbesi,0064c2ac-3781-464d-aab4-ce2e150f2ad7.webp,Del orden de 20 cangrejos en una zona de 30x30m. En general vistos por toda la costa de esa zona,,,https://www.observadoresdelmar.es/Observations/2000393,Rocks,2,20
Crustacis Decàpodes,2000403,2025-06-28,40.06159,0.1182,Abel Miravalles Caballero,2025-07-09 11:38:06.649860+00:00,2025-10-20 10:50:20.869044+00:00,No,No destacada,No,Portumnus latipes,5f3f870c-61de-4359-a07b-06cc908b859c.webp,Este ejemplar fue visto camuflándose en la arena de la costa de una de las calas de arena fina (restos de conchas y arena) de la Zona Verde de la Renegá. Se observaron unos 3 ejemplares en menos de 2 metros cuadrados de arena.,,,https://www.observadoresdelmar.es/Observations/2000403,Fine sandy beach,1,3
Crustacis Decàpodes,2000405,2025-06-19,40.06078,4.07678,Abel Miravalles Caballero,2025-07-09 11:45:16.331121+00:00,2025-10-20 10:50:48.326471+00:00,No,No destacada,No,Calcinus tubularis,188bc907-6f1c-4e3f-91f1-7a21d899f821.webp,Este ejemplar de ermitaño sedentario se encontraba habitando pequeñas oquedades de las rocas del piso infralitoral de la Cala de Caballería. Su abundancia era visible en la zona y parecía abundante.,,,https://www.observadoresdelmar.es/Observations/2000405,Rocks,1,6
Crustacis Decàpodes,2000406,2025-07-05,38.6339188,0.08148,Jorge ,2025-07-09 14:37:58.116415+00:00,2025-10-20 13:14:44.546743+00:00,No,No destacada,No,Palinurus elephas,f32dee24-ed78-4391-a2f7-ea217292a4f0.webp,,,,https://www.observadoresdelmar.es/Observations/2000406,Rocks,22,1
Crustacis Decàpodes,2000408,2025-07-05,38.6356316,0.07929,Jorge ,2025-07-09 14:40:53.696883+00:00,2025-10-20 10:51:42.785386+00:00,No,No destacada,No,Pagurus cuanensis,d691708c-c320-4268-a6a2-4cbfeff122bb.webp,,,,https://www.observadoresdelmar.es/Observations/2000408,Mud,20,1
Crustacis Decàpodes,2000489,2025-06-23,39.9982796,3.8008499,Naomi Marti,2025-07-16 17:25:21.557575+00:00,2025-10-20 13:15:35.352380+00:00,No,No destacada,No,Stenopus spinosus,68bda154-3d61-41ea-8293-c6bbc0ce9e50.webp,"Always in the cave, about 10m inside it",,,https://www.observadoresdelmar.es/Observations/2000489,Mud,9,4
Crustacis Decàpodes,2000490,2025-06-23,39.9982796,3.8008499,Naomi Marti,2025-07-16 17:27:28.805208+00:00,2025-10-20 13:15:35.605342+00:00,No,No destacada,No,Paguristes eremita,656465bc-44f0-4373-a30a-923e75597e9a.webp,,,,https://www.observadoresdelmar.es/Observations/2000490,Mud,8,3
Crustacis Decàpodes,2000494,2025-07-09,39.9982796,3.8008499,Naomi Marti,2025-07-16 17:46:46.192773+00:00,2025-11-24 12:03:37.276876+00:00,No,No destacada,Yes,Percnon gibbesi,3e8639fc-8f40-4c7a-b9a2-3c9bc35f47dc.webp,,,,https://www.observadoresdelmar.es/Observations/2000494,Rocks,10,3
Crustacis Decàpodes,2000495,2025-07-09,39.9982796,3.8008499,Naomi Marti,2025-07-16 17:48:13.482513+00:00,2025-10-20 13:15:36.582748+00:00,No,No destacada,No,Paguristes eremita,ee94a457-0c99-4835-b7f1-5ccf5fe45bb1.webp,,,,https://www.observadoresdelmar.es/Observations/2000495,Mud,10,3
Crustacis Decàpodes,2000496,2025-07-09,39.9982796,3.8008499,Naomi Marti,2025-07-16 17:57:32.400732+00:00,2025-10-20 13:15:36.826437+00:00,No,No destacada,No,Penaeidae,7049df52-1696-4eee-b9e6-44a926d1ec0d.webp,,,,https://www.observadoresdelmar.es/Observations/2000496,Mud,10,1
Crustacis Decàpodes,2000535,2025-07-07,37.6197,-0.70915,@Sevenn_Seas ,2025-07-20 15:18:18.202066+00:00,2025-11-24 12:03:37.254400+00:00,No,No destacada,Yes,Percnon gibbesi,5da3294a-5511-4a8b-bb20-63f36c5e0dcc.webp,,,,https://www.observadoresdelmar.es/Observations/2000535,Rocks,3,2
Crustacis Decàpodes,2000568,2025-07-23,39.93006,3.98967,José Antonio  ,2025-07-23 20:55:56.816705+00:00,2025-10-20 13:16:20.371150+00:00,No,No destacada,No,Callinectes sapidus,5a339d30-5a94-4c38-92f6-fdf4c2677204.webp,Los individuos se enterraban al aproximarme para hacer la foto,,,https://www.observadoresdelmar.es/Observations/2000568,Fine sandy beach,4,3
Crustacis Decàpodes,2000574,2025-07-23,39.92942,3.98966,José Antonio  ,2025-07-24 11:19:06.626372+00:00,2025-11-24 11:18:08.391581+00:00,No,No destacada,Yes,Callinectes sapidus,2b306d36-204a-4d91-8c95-07f2e1b92e02.webp,Ejemplares desplazándose por el.fondo. Al acercarme para hacer la foto se entierran o huyen,,,https://www.observadoresdelmar.es/Observations/2000574,Fine sandy beach,4,3
Crustacis Decàpodes,2000575,2025-07-23,39.9311,3.98835,José Antonio  ,2025-07-24 11:22:45.582675+00:00,2025-11-24 11:18:08.390787+00:00,No,No destacada,Yes,Callinectes sapidus,76063fec-1901-41b0-81ad-4c9913120843.webp,Todos en la parte final del torrente de Trebaluger. El de la foto era un macho de unos 20-25 cm de envergadura. El torrente el día de la observación estaba desconectado del mar,,,https://www.observadoresdelmar.es/Observations/2000575,Fine sandy beach,,7
Crustacis Decàpodes,2000582,2025-07-23,41.93625,3.21663,Martí Vilanova ,2025-07-25 07:03:35.039059+00:00,2025-10-20 11:06:26.215143+00:00,No,No destacada,No,Scyllarides latus,f3dde241-e051-46d4-aa20-35aa15100489.webp,,,,https://www.observadoresdelmar.es/Observations/2000582,Crevices,24,1
Crustacis Decàpodes,2000618,2025-07-27,38.35869,-0.45122,Antonio Esteve,2025-07-27 22:22:07.636527+00:00,2025-07-27 22:22:07.636539+00:00,No,No destacada,No,Percnon gibbesi,,"Llevo 4 años viendo ejemplares de esta especie en el mismo sitio, en un espigón en concreto, siempre en el espacio donde se tocan dos rocas, raramente separados de ese ""seguro"" más de 20 cm.
Subiré fotos pronto.",,,https://www.observadoresdelmar.es/Observations/2000618,Rocks,2,
Crustacis Decàpodes,2000651,2025-07-02,39.53139,2.57177,Marta Reynés Nicolau ,2025-07-30 11:07:18.069811+00:00,2025-10-20 13:17:37.616358+00:00,No,No destacada,No,,6f5eec50-ba68-4ec2-81f6-8bd5e7a9d4a2.webp,"El 2 de julio al llegar a la escuela de vela, encontramos esta liebre de mar muerta en la rampa.",,,https://www.observadoresdelmar.es/Observations/2000651,Rocks,,1
Crustacis Decàpodes,2000698,2025-08-05,40.06649,0.12585,Abel Miravalles Caballero,2025-08-05 22:18:50.854181+00:00,2025-11-24 12:03:37.248586+00:00,No,No destacada,Yes,Percnon gibbesi,5c413f13-6e09-4ea3-b7bb-af261a1d4ed2.webp,"Junto a otros 2 ejemplares en la misma zona, se encontraban en el piso infralitoral a unos 4-5 metros de profundidad entre las rocas justo en la zona de acantilado/roqueral, debajo de la Torre de la Corda. El primero que avisto en la Renegá",,,https://www.observadoresdelmar.es/Observations/2000698,Rocks,4,3
Crustacis Decàpodes,2000777,2025-07-16,40.06277,0.12116,Abel Miravalles Caballero,2025-08-11 17:53:17.811233+00:00,2025-11-24 11:18:07.913054+00:00,No,No destacada,Yes,Clibanarius erythropus,d0acce52-6062-43c6-a789-7e5b3e464526.webp,"A lo largo de toda la costa de la Renegá, sobre todo en las calas rocosas, se pueden ver con mucha facilidad grandes colonias de estos ermitaños, desde el inicio del piso intermareal hasta una profundidad de 2-3 metros.",,,https://www.observadoresdelmar.es/Observations/2000777,Rocks,1,20
Crustacis Decàpodes,2000788,2025-08-12,40.03435,0.04942,Maria Dorce Baulenas,2025-08-12 07:40:43.956079+00:00,2025-08-12 07:40:43.956091+00:00,No,No destacada,No,Percnon gibbesi,,4 en roca comiendo,,,https://www.observadoresdelmar.es/Observations/2000788,Rocks,,4
Crustacis Decàpodes,2000835,2025-08-09,43.38927,-1.78892,Mitxel Gonzalez Zabalo,2025-08-14 14:19:54.193761+00:00,2025-10-20 13:19:07.663526+00:00,No,No destacada,No,Periclimenes sagittifer,cf872288-2027-431c-98a6-24dc57fc733b.webp,Fotografié este espécimen buceando en Hondarribia,,,https://www.observadoresdelmar.es/Observations/2000835,Rocks,20,1
Crustacis Decàpodes,2000911,2025-08-17,39.40493,3.26064,Fernando Estarellas Calderon ,2025-08-17 22:35:38.150231+00:00,2025-11-24 11:18:08.453095+00:00,No,No destacada,Yes,Percnon gibbesi,fde13254-7bb5-46ee-907c-9c0226ad5b21.webp,,,,https://www.observadoresdelmar.es/Observations/2000911,Rocks,5,
Crustacis Decàpodes,2000915,2025-08-16,41.8880806,3.1988599,Sarah Agust ,2025-08-18 07:36:09.955235+00:00,2025-10-20 13:20:03.369663+00:00,No,No destacada,No,Palinurus elephas,2e36681a-b735-412a-81d6-84d0ecc01390.webp,#retojuvenileslangosta,,,https://www.observadoresdelmar.es/Observations/2000915,Rocks,25,1
Crustacis Decàpodes,2000974,2025-08-08,36.72212,-3.72845, ,2025-08-20 12:45:30.652998+00:00,2025-10-20 11:43:04.785644+00:00,No,No destacada,No,Scyllarus arctus,a0e6952d-3476-43c5-8bad-2f7666b592c4.webp,,,,https://www.observadoresdelmar.es/Observations/2000974,Rocks,12,1
Crustacis Decàpodes,2000975,2025-08-18,36.7028885,-3.4114499, ,2025-08-20 12:45:58.630378+00:00,2025-11-24 11:18:08.366190+00:00,No,No destacada,Yes,Eriphia verrucosa,320c7c9d-fd48-465d-ba33-05a301e57991.webp,,,,https://www.observadoresdelmar.es/Observations/2000975,Rocks,,2
Crustacis Decàpodes,2001017,2025-08-24,39.9245682,3.84184,Naomi Marti,2025-08-25 06:55:45.613271+00:00,2025-11-24 10:58:54.919961+00:00,No,No destacada,Yes,Callinectes sapidus,fc9d61de-12c4-43d2-949e-f406f78c1d8e.webp,,,,https://www.observadoresdelmar.es/Observations/2001017,Fine sandy beach,2,1
Crustacis Decàpodes,2001065,2025-08-10,43.55411,-7.15974,Jorge ,2025-08-27 14:27:37.711498+00:00,2025-10-20 13:21:52.777540+00:00,No,No destacada,No,,ab638116-c7dc-4bf6-9e40-dac27e9fa406.webp,Megalopa de cangrejo en las grietas de las rocas con bajamar,,,https://www.observadoresdelmar.es/Observations/2001065,Crevices,,1
Crustacis Decàpodes,2001115,2025-08-26,39.9982796,3.8008499,Naomi Marti,2025-08-30 09:42:39.601115+00:00,2025-10-20 13:22:26.901756+00:00,No,No destacada,No,Paguristes eremita,0c9d4eb2-97f7-4655-9248-1125ec5a45f1.webp,Always in the cavern,,,https://www.observadoresdelmar.es/Observations/2001115,Mud,10,3
Crustacis Decàpodes,2001116,2025-08-26,39.9982796,3.8008499,Naomi Marti,2025-08-30 09:44:59.077204+00:00,2025-10-20 13:22:27.235485+00:00,No,No destacada,No,Palaemon adspersus,fabc07a1-8bb8-46f5-8021-5e68407c7df5.webp,,,,https://www.observadoresdelmar.es/Observations/2001116,Mud,10,2
Crustacis Decàpodes,2001164,2025-08-31,38.5653,-0.05247,Abel Miravalles Caballero,2025-09-01 16:37:06.165186+00:00,2025-11-24 10:59:15.829593+00:00,No,No destacada,Yes,Percnon gibbesi,c82d6b6e-1d4a-4dac-a85a-a43ce189049a.webp,"A lo largo de uno 30 m de costa aproximadamente, se observó la aparición continua de esta especie de entre las rocas, con una abundancia considerable de uno 20 - 30 ejemplares.",,,https://www.observadoresdelmar.es/Observations/2001164,Rocks,1,25
Crustacis Decàpodes,2001186,2025-08-27,38.6378708,0.07798,Jorge ,2025-09-03 08:49:05.783825+00:00,2025-10-20 13:22:53.324228+00:00,No,No destacada,No,Dardanus calidus,0d52b93c-a4f2-4114-9275-6ab3a218964a.webp,,,,https://www.observadoresdelmar.es/Observations/2001186,Sea grasslands,13,1
Crustacis Decàpodes,2001187,2025-08-10,43.55411,-7.15974,Jorge ,2025-09-03 09:54:34.220609+00:00,2025-10-20 13:22:55.575235+00:00,No,No destacada,No,,ed4a5b8a-cd27-455d-9279-526561aafe53.webp,Megalopa de cangrejo,,,https://www.observadoresdelmar.es/Observations/2001187,Rocks,,1
Crustacis Decàpodes,2001188,2025-08-10,43.55411,-7.15974,Jorge ,2025-09-03 09:55:51.694100+00:00,2025-11-24 12:03:37.197535+00:00,No,No destacada,Yes,Pachygrapsus transversus,e9ddbca8-0f0e-4f8a-a202-b8feea64917d.webp,,,"Se trata de Pachygrapsus transversus, aunque la posición del ejemplar no es la mejor para identificarlo, en este caso la coloración verde típica de las uniones entre artejos ayuda",https://www.observadoresdelmar.es/Observations/2001188,Rocks,,1
Crustacis Decàpodes,2001291,2025-09-04,40.02437,4.1938,Naomi Marti,2025-09-15 08:28:37.117376+00:00,2025-10-20 13:24:14.507065+00:00,No,No destacada,No,Palinurus elephas,e26f11ca-5bfa-44fb-9ce5-a0566d3b7099.webp,,,,https://www.observadoresdelmar.es/Observations/2001291,Rocks,18,1
Crustacis Decàpodes,2001292,2025-09-04,40.02437,4.1938,Naomi Marti,2025-09-15 08:28:38.056103+00:00,2025-10-20 13:24:14.846860+00:00,No,No destacada,No,Palinurus elephas,4754023b-bc7a-46f2-be8d-1383c741b923.webp,,,,https://www.observadoresdelmar.es/Observations/2001292,Rocks,18,1
Crustacis Decàpodes,2001293,2025-09-04,40.02437,4.1938,Naomi Marti,2025-09-15 08:28:48.297115+00:00,2025-10-20 13:24:15.186048+00:00,No,No destacada,No,Palinurus elephas,0a0079f4-c57b-4301-99f9-ccc06ff81414.webp,,,,https://www.observadoresdelmar.es/Observations/2001293,Rocks,18,1
Crustacis Decàpodes,2001294,2025-09-04,40.02437,4.1938,Naomi Marti,2025-09-15 08:28:54.856601+00:00,2025-10-20 13:24:15.524386+00:00,No,No destacada,No,Palinurus elephas,c797c17b-2cbc-4e65-ba1e-41c765c319f6.webp,,,,https://www.observadoresdelmar.es/Observations/2001294,Rocks,18,1
Crustacis Decàpodes,2001295,2025-09-04,40.02437,4.1938,Naomi Marti,2025-09-15 08:29:01.194215+00:00,2025-10-20 13:24:15.861616+00:00,No,No destacada,No,Palinurus elephas,b5b25804-9cf8-4766-b245-dddce48ac407.webp,,,,https://www.observadoresdelmar.es/Observations/2001295,Rocks,18,1
Crustacis Decàpodes,2001296,2025-09-04,40.02437,4.1938,Naomi Marti,2025-09-15 08:29:04.649810+00:00,2025-10-20 13:24:16.200783+00:00,No,No destacada,No,Palinurus elephas,fbe38705-090a-4af4-a7b9-93b48560df24.webp,,,,https://www.observadoresdelmar.es/Observations/2001296,Rocks,18,1
Crustacis Decàpodes,2001297,2025-09-04,40.02437,4.1938,Naomi Marti,2025-09-15 08:29:15.145194+00:00,2025-10-20 13:24:16.538685+00:00,No,No destacada,No,Palinurus elephas,2dbeb815-1571-4ce0-86e9-c6bba01da5ec.webp,,,,https://www.observadoresdelmar.es/Observations/2001297,Rocks,18,1
Crustacis Decàpodes,2001298,2025-09-04,40.02437,4.1938,Naomi Marti,2025-09-15 08:29:15.978582+00:00,2025-10-20 13:24:16.877466+00:00,No,No destacada,No,Palinurus elephas,cf05146f-7960-4c8d-af62-9331eab3e4cd.webp,,,,https://www.observadoresdelmar.es/Observations/2001298,Rocks,18,1
Crustacis Decàpodes,2001299,2025-09-04,40.02437,4.1938,Naomi Marti,2025-09-15 08:29:19.278524+00:00,2025-10-20 13:24:17.215270+00:00,No,No destacada,No,Palinurus elephas,f7b4585e-e6b2-46df-ac9a-8079c1989beb.webp,,,,https://www.observadoresdelmar.es/Observations/2001299,Rocks,18,1
Crustacis Decàpodes,2001300,2025-09-04,40.02437,4.1938,Naomi Marti,2025-09-15 08:29:19.836811+00:00,2025-10-20 13:24:17.554252+00:00,No,No destacada,No,Palinurus elephas,50f7dbd1-cb8c-4d81-a6f4-096827841cd9.webp,,,,https://www.observadoresdelmar.es/Observations/2001300,Rocks,18,1
Crustacis Decàpodes,2001301,2025-09-04,40.02437,4.1938,Naomi Marti,2025-09-15 08:29:46.243280+00:00,2025-10-20 13:24:17.891941+00:00,No,No destacada,No,Palinurus elephas,a82591ab-a143-423e-83a5-4563e1fd394d.webp,,,,https://www.observadoresdelmar.es/Observations/2001301,Rocks,18,1
