"MAPAMED_ID"	"PARENT_ID"	"WDPA_ID"	"N2000_ID"	"RAMSAR_ID"	"NAME"	"ORIG_NAME"	"DESIG_ENG"	"DESIG"	"DESIG_TYPE"	"DESIG_CAT_ENG"	"SITE_TYPE_ENG"	"PARENT_TYPE_ENG"	"IUCN_CAT_ENG"	"ISO3"	"MSFD_REGION"	"REP_M_AREA"	"GIS_M_AREA"	"REP_AREA"	"GIS_AREA"	"REP_M_PCT"	"GIS_M_PCT"	"STATUS_ENG"	"STATUS_YR"	"GOV_TYPE_ENG"	"MANG_AUTH"	"MANG_PLAN_ENG"	"PLAN_REF"	"GREEN_LIST_ENG"	"WEBSITE"	"GIS_PROVIDER"	"GIS_UPDATE"	"GIS_LOG"
826			IT9150015		Litorale di Gallipoli e Isola S. Andrea	Litorale di Gallipoli e Isola S. Andrea	SPA (Birds Directive) + SAC (Habitats Directive)	SPA (Birds Directive) + SAC (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{ITA}	{MIC}	66.56	66.14	70.06	70.0	95	94	Designated	1998	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,IT9150015	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
1718			IT5340001		Litorale di Porto d'Ascoli	Litorale di Porto d'Ascoli	SPA (Birds Directive) + SAC (Habitats Directive)	SPA (Birds Directive) + SAC (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{ITA}	{MAD}	1.04	1.07	2.13	2.14	49	50	Designated	2012	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,IT5340001	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
827		555529481	IT9150009		Litorale di Ugento	Litorale di Ugento	Special Area of Conservation (Habitats Directive)	Special Area of Conservation (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{ITA}	{MIC}	61.58	60.93	72.45	72.38	85	84	Designated	2018	Not reported	Regione Puglia	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,IT9150009	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
1352	1352				Lophelia reef off Capo Santa Maria di Leuca	Lophelia reef off Capo Santa Maria di Leuca	Protection of Vulnerable Marine Ecosystems (VME)	Protection of Vulnerable Marine Ecosystems (VME)	Regional	Fisheries Restricted Area (VME)	OECM (potential)	Main	Not applicable	{ITA}	{MIC}	1005.0	1004.89	1005.0	1004.89	100	100	Designated	2006	Not reported	Not reported	Not reported		Not listed	http://www.fao.org/gfcm/data/maps/fras	General Fisheries Commission for the Mediterranean (GFCM)	2021-01-22	Data downloaded from the GFCM website in January 2021 (http://www.fao.org/gfcm/data/map-fisheries-restricted-areas/en).
828		555540552	IT9320302		Marchesato e Fiume Neto	Marchesato e Fiume Neto	Special Protection Area (Birds Directive)	Special Protection Area (Birds Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{ITA}	{MIC}	28.06	29.85	701.42	701.5	4	4	Designated	2005	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,IT9320302	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
1719			IT9220300		Mare della Magna Grecia	Mare della Magna Grecia	SPA (Birds Directive) + pSCI (Habitats Directive)	SPA (Birds Directive) + pSCI (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{ITA}	{MIC}	291.08	291.2	291.08	291.12	100	100	Designated	2019	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,IT9220300	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
829		555529520	IT9210155		Marina di Castrocucco	Marina di Castrocucco	Special Area of Conservation (Habitats Directive)	Special Area of Conservation (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{ITA}	{MWE}	0.97	0.9	8.11	8.11	12	11	Designated	2017	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,IT9210155	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
1720	1720	555625770		2311	Massaciuccoli lake and marsh	Massaciuccoli lake and marsh	Ramsar site	Ramsar site	International	Ramsar site	Site of conservation interest	Main	Not reported	{ITA}	{MWE}		10.68	111.35	111.41	0	10	Designated	2017	Not reported	Regional park authority Migliarino San Rossore Massaciuccoli	Not reported		Not listed	https://rsis.ramsar.org/ris/2311	Ramsar Sites Information Service	2020-06-22	Ramsar_21-04-2020
830	831	3033			Miramare	Miramare	Biosphere Reserve	Biosphere Reserve	International	Biosphere reserve	Site of conservation interest	Secondary	Not applicable	{ITA}	{MAD}	1.8	0.18	2.9	0.22	62	82	Designated	1979	Not reported	Not reported	Not reported		Not listed	https://en.unesco.org/biosphere/eu-na/miramare	Not Reported	2016-06-21	GIS layer digitised by MedPAN using QGis 2.8.5 according to the description provided in the Decreto interministeriale del 12 novembre 1986 establishing the marine nature reserve.
832	831	365002			Miramare Marine Protected Area	Miramare Marine Protected Area	SPAMI	Specially Protected Area of Mediterranean Importance	Regional	SPAMI	Marine Protected Area	Secondary	Not assigned	{ITA}	{MAD}	0.3	0.18	0.3	0.22	100	82	Adopted	2008	Not reported	Ministero dell'Ambiente e della Tutela del Territorio e del Mare	Not reported		Not listed	http://www.rac-spa.org/sites/default/files/doc_spamis/spamis/05_miramare.pdf	Ministry of the Environment	2016-06-21	GIS layer identical to that of the Marine Protected Area (WDPA ID: 14691)
831	831	14691			Miramare nel Golfo di Trieste	Miramare nel Golfo di Trieste	Marine Protected Area (Italy)	Area Marina Protetta	National	MPA with a national statute	Marine Protected Area	Main	IV - Habitat/species management area	{ITA}	{MAD}	0.3	0.18	0.3	0.22	100	82	Designated	1986	Non-profit organisations	WWF Italy	Partially implemented		Not listed	http://www.riservamarinamiramare.it	Ministry of the Environment	2016-06-21	GIS layer digitised by MedPAN using QGis 2.8.5 according to the description provided in the Decreto interministeriale del 12 novembre 1986 establishing the marine nature reserve.
833		555529480	IT9150008		Montagna Spaccata e Rupi di San Mauro	Montagna Spaccata e Rupi di San Mauro	Special Area of Conservation (Habitats Directive)	Special Area of Conservation (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{ITA}	{MIC}	10.89	11.03	13.61	13.6	80	81	Designated	2018	Not reported	Regione Puglia	Fully implemented	https://www.regione.puglia.it/	Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,IT9150008	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
834		555529977	ITB040031		Monte Arcuentu e Rio Piscinas	Monte Arcuentu e Rio Piscinas	Special Area of Conservation (Habitats Directive)	Special Area of Conservation (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{ITA}	{MWE}	3.45	3.52	114.86	114.95	3	3	Designated	2017	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,ITB040031	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
835		555540420	IT5320015		Monte Conero	Monte Conero	Special Protection Area (Birds Directive)	Special Protection Area (Birds Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{ITA}	{MAD}	2.38	2.14	19.8	19.81	12	11	Designated	2003	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,IT5320015	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
1721	1721	178986			Monte Orlando	Oasi blu di Monte Orlando	Blue Oasis (Italy)	Oasi Blu	National	MPA with a national statute	Marine Protected Area	Main	V - Protected landscape/seascape	{ITA}	{MWE}	0.03	0.32	0.03	0.38	100	84	Designated	1995	Not reported	Ministero dell'Ambiente e della Tutela del Territorio e del Mare	Not reported		Not listed	https://www.protectedplanet.net/178986	European Environment Agency	2020-01-07	CDDA_v18_29-05-2020
836		555529925	ITB010006		Monte Russu	Monte Russu	Special Area of Conservation (Habitats Directive)	Special Area of Conservation (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{ITA}	{MWE}	6.76	6.85	19.89	19.91	34	34	Designated	2017	Not reported	Regione Autonoma della Sardegna	Fully implemented	http://buras.regione.sardegna.it/custom/frontend/viewPart.xhtml?partId=f1566057-71c1-4f28-a170-4abe3c32e673	Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,ITB010006	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
838		555540567	ITA030042		Monti Peloritani, Dorsale Curcuraci, Antennamare e area marina dello stretto di Messina	Monti Peloritani, Dorsale Curcuraci, Antennamare e area marina dello stretto di Messina	Special Protection Area (Birds Directive)	Special Protection Area (Birds Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{ITA}	{MIC,MWE}	81.18	80.6	279.93	280.13	29	29	Designated	2005	Not reported	Provincia di Messina	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,ITA030042	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
839			IT4070009		Ortazzo, Ortazzino, Foce del Torrente Bevano	Ortazzo, Ortazzino, Foce del Torrente Bevano	SPA (Birds Directive) + pSCI (Habitats Directive)	SPA (Birds Directive) + pSCI (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{ITA}	{MAD}	1.76	2.83	12.55	12.54	14	23	Designated	1988	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,IT4070009	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
840		555529485	IT9150013		Palude del Capitano	Palude del Capitano	Special Area of Conservation (Habitats Directive)	Special Area of Conservation (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{ITA}	{MIC}	21.35	21.35	22.47	22.46	95	95	Designated	2018	Not reported	Regione Puglia	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,IT9150013	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
841		555529496	IT9150027		Palude del Conte, dune di Punta Prosciutto	Palude del Conte, dune di Punta Prosciutto	Special Area of Conservation (Habitats Directive)	Special Area of Conservation (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{ITA}	{MIC}	50.95	49.85	56.61	56.57	90	88	Designated	2018	Not reported	Regione Puglia	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,IT9150027	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
842		555529939	ITB020013		Palude di Osalla	Palude di Osalla	Special Area of Conservation (Habitats Directive)	Special Area of Conservation (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{ITA}	{MWE}	4.43	4.93	9.85	9.86	45	50	Designated	2017	Not reported	Regione Autonoma della Sardegna	Fully implemented	http://buras.regione.sardegna.it/custom/frontend/viewPart.xhtml?partId=4ee5f3e3-8c20-45e9-9c8e-19b6571c32d8	Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,ITB020013	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
845		555540465	IT6040015		Parco Nazionale del Circeo	Parco Nazionale del Circeo	Special Protection Area (Birds Directive)	Special Protection Area (Birds Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{ITA}	{MWE}	66.5	116.37	221.65	221.67	30	52	Designated	1988	Not reported	Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,IT6040015	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
843			IT8050037		Parco marino di Punta degli Infreschi	Parco marino di Punta degli Infreschi	SPA (Birds Directive) + SAC (Habitats Directive)	SPA (Birds Directive) + SAC (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{ITA}	{MWE}	49.14	47.87	49.14	49.17	100	97	Designated	2004	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,IT8050037	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
844			IT8050036		Parco marino di S. Maria di Castellabate	Parco marino di S. Maria di Castellabate	SPA (Birds Directive) + SAC (Habitats Directive)	SPA (Birds Directive) + SAC (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{ITA}	{MWE}	50.19	49.59	50.19	50.23	100	99	Designated	2004	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,IT8050036	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
846	846	13176			Penisola del Sinis - Isola Mal di Ventre	Penisola del Sinis - Isola Mal di Ventre	Marine Protected Area (Italy)	Area Marina Protetta	National	MPA with a national statute	Marine Protected Area	Main	IV - Habitat/species management area	{ITA}	{MWE}	267.03	266.37	267.03	267.08	100	100	Designated	1997	Government-delegated management	City of Cabras	Partially implemented		Not listed	http://www.areamarinasinis.it	European Environment Agency	2020-06-30	CDDA_v18_29-05-2020
847	846	555547504			Penisola del Sinis - Isola di Mal di Ventre Marine Protected Area	Penisola del Sinis - Isola di Mal di Ventre Marine Protected Area	SPAMI	Specially Protected Area of Mediterranean Importance	Regional	SPAMI	Marine Protected Area	Secondary	Not assigned	{ITA}	{MWE}	267.03	266.37	267.03	267.08	100	100	Adopted	2012	Not reported	City of Cabras	Not reported		Not listed	http://rac-spa.org/spami	European Environment Agency	2020-01-07	GIS layer identical to that of the Marine Protected Area (WDPA ID: 13176)
848			IT4070006		Pialassa dei Piomboni, Pineta di Punta Marina	Pialassa dei Piomboni, Pineta di Punta Marina	SPA (Birds Directive) + pSCI (Habitats Directive)	SPA (Birds Directive) + pSCI (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{ITA}	{MAD}	0.6	0.67	4.64	4.64	13	14	Designated	2009	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,IT4070006	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
849			IT4070005		Pineta di Casalborsetti, Pineta Staggioni, Duna di Porto Corsini	Pineta di Casalborsetti, Pineta Staggioni, Duna di Porto Corsini	SPA (Birds Directive) + pSCI (Habitats Directive)	SPA (Birds Directive) + pSCI (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{ITA}	{MAD}	1.39	1.53	5.78	5.77	24	27	Designated	2009	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,IT4070005	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
850		555528776	IT4070008		Pineta di Cervia	Pineta di Cervia	Special Area of Conservation (Habitats Directive)	Special Area of Conservation (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{ITA}	{MAD}	0.04	0.04	1.94	1.94	2	2	Designated	2019	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,IT4070008	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
851	851	390450			Plemmirio	Plemmirio	Marine Protected Area (Italy)	Area Marina Protetta	National	MPA with a national statute	Marine Protected Area	Main	IV - Habitat/species management area	{ITA}	{MIC}	24.29	23.72	24.29	24.28	100	98	Designated	2004	Not reported	Plemmirio Management Consortium	Not reported		Not listed	http://www.plemmirio.it	European Environment Agency	2020-06-30	CDDA_v18_29-05-2020
852	851	365005			Plemmirio Marine Protected Area	Plemmirio Marine Protected Area	SPAMI	Specially Protected Area of Mediterranean Importance	Regional	SPAMI	Marine Protected Area	Secondary	Not assigned	{ITA}	{MIC}	24.29	23.72	24.29	24.28	100	98	Adopted	2008	Not reported	Ministero dell'Ambiente e della Tutela del Territorio e del Mare	Not reported		Not listed	http://www.rac-spa.org/sites/default/files/doc_spamis/spamis/06_plemmiro.pdf	European Environment Agency	2020-01-07	GIS layer identical to that of the Marine Protected Area (WDPA ID: 390450)
853		555529994	ITB042230		Porto Campana	Porto Campana	Special Area of Conservation (Habitats Directive)	Special Area of Conservation (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{ITA}	{MWE}	1.16	1.31	2.03	2.03	57	65	Designated	2017	Not reported	Regione Autonoma della Sardegna	Fully implemented	http://buras.regione.sardegna.it/custom/frontend/viewPart.xhtml?partId=4ee5f3e3-8c20-45e9-9c8e-19b6571c32d8	Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,ITB042230	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
854	854	13167			Porto Cesareo	Porto Cesareo	Marine Protected Area (Italy)	Area Marina Protetta	National	MPA with a national statute	Marine Protected Area	Main	IV - Habitat/species management area	{ITA}	{MIC}	166.54	164.82	166.54	165.61	100	100	Designated	1997	Joint governance	Porto Cesareo MPA Management Consortium	Partially implemented		Not listed	http://www.ampportocesareo.it	Ministry of the Environment	2016-06-22	GIS layer digitised by MedPAN using QGis 2.8.5 according to the coordinates provided in the Decreto del 12 dicembre 1997 establishing the MPA. The latitude of point E was corrected.
855		555529497	IT9150028		Porto Cesareo	Porto Cesareo	Special Area of Conservation (Habitats Directive)	Special Area of Conservation (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{ITA}	{MIC}	0.56	0.68	2.25	2.25	25	30	Designated	2018	Not reported	Regione Puglia	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,IT9150028	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
856	854	555547503			Porto Cesareo Marine Protected Area	Porto Cesareo Marine Protected Area	SPAMI	Specially Protected Area of Mediterranean Importance	Regional	SPAMI	Marine Protected Area	Secondary	Not assigned	{ITA}	{MIC}	166.54	164.82	166.54	165.61	100	100	Adopted	2012	Not reported	Ministero dell'Ambiente e della Tutela del Territorio e del Mare	Not reported		Not listed	http://rac-spa.org/spami	Ministry of the Environment	2016-06-22	GIS layer identical to that of the Marine Protected Area (WDPA ID: 13167)
857	857	5977			Portofino	Portofino	Marine Protected Area (Italy)	Area Marina Protetta	National	MPA with a national statute	Marine Protected Area	Main	IV - Habitat/species management area	{ITA}	{MWE}	3.46	2.91	3.46	3.53	100	82	Designated	1998	Joint governance	Portofino Management Consortium is made up by the Municipalities of S.Margherita Ligure, Portofino and Camogli, the University of Genoa and the Metropolitan City of Genoa	Inexistent		Not listed	http://www.portofinoamp.it	Ministry of the Environment	2016-06-27	GIS layer digitised by MedPAN using QGis 2.8.5 according to the coordinates provided in the Decreto del 26 aprile 1999 establishing the MPA. Coordinates were shifted to fit the coastline, and satellite pictures were used to locate the marker buoys.
858	857	365021			Portofino Marine Protected Area	Portofino Marine Protected Area	SPAMI	Specially Protected Area of Mediterranean Importance	Regional	SPAMI	Marine Protected Area	Secondary	Not assigned	{ITA}	{MWE}	3.46	2.91	3.46	3.53	100	82	Adopted	2005	Not reported	Ministero dell'Ambiente e della Tutela del Territorio e del Mare	Not reported		Not listed	http://www.rac-spa.org/sites/default/files/doc_spamis/spamis/07_portofino.pdf	Ministry of the Environment	2016-06-27	GIS layer identical to that of the Marine Protected Area (WDPA ID: 5977)
859		555529001	IT5320006		Portonovo e falesia calcarea a mare	Portonovo e falesia calcarea a mare	Special Area of Conservation (Habitats Directive)	Special Area of Conservation (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{ITA}	{MAD}	0.64	0.52	2.29	2.29	28	23	Designated	2016	Not reported	Ente Parco Naturale regionale del Conero	Fully implemented	http://www.norme.marche.it/Delibere/2015/DGR0553_15.pdf	Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,IT5320006	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
860		555529503	IT9150034		Posidonieto Capo San Gregorio - Punta Ristola	Posidonieto Capo San Gregorio - Punta Ristola	Special Area of Conservation (Habitats Directive)	Special Area of Conservation (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{ITA}	{MIC}	2.71	2.7	2.71	2.7	100	100	Designated	2018	Not reported	Regione Puglia	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,IT9150034	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
861		555529465	IT9130008		Posidonieto Isola di San Pietro - Torre Canneto	Posidonieto Isola di San Pietro - Torre Canneto	Special Area of Conservation (Habitats Directive)	Special Area of Conservation (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{ITA}	{MIC}	31.48	31.43	31.48	31.47	100	100	Designated	2018	Not reported	Regione Puglia	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,IT9130008	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
862		555529456	IT9120009		Posidonieto San Vito - Barletta	Posidonieto San Vito - Barletta	Special Area of Conservation (Habitats Directive)	Special Area of Conservation (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{ITA}	{MAD}	124.59	124.48	124.59	124.6	100	100	Designated	2018	Not reported	Regione Puglia	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,IT9120009	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
863		555529178	IT6040016		Promontorio del Circeo (Quarto Caldo)	Promontorio del Circeo (Quarto Caldo)	Special Area of Conservation (Habitats Directive)	Special Area of Conservation (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{ITA}	{MWE}	0.09	0.01	4.27	4.27	2	0	Designated	2017	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,IT6040016	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
864		555529972	ITB040025		Promontorio, dune e zona umida di Porto Pino	Promontorio, dune e zona umida di Porto Pino	Proposed Site of Community Importance (Habitats Directive)	Proposed Site of Community Importance (Habitats Directive)	Regional	Marine Natura 2000 proposed site	Site of conservation interest	Not reported	Not reported	{ITA}	{MWE}	4.85	4.85	26.97	26.99	18	18	Proposed	1995	Not reported	Regione Autonoma della Sardegna	Fully implemented	http://buras.regione.sardegna.it/custom/frontend/viewPart.xhtml?partId=f117f059-91f6-4511-9d73-7aec4142748b	Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,ITB040025	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
865	865	13165			Punta Campanella	Punta Campanella	Marine Protected Area (Italy)	Area Marina Protetta	National	MPA with a national statute	Marine Protected Area	Main	IV - Habitat/species management area	{ITA}	{MWE}	15.39	13.89	15.39	15.24	100	91	Designated	1997	Government-delegated management	Punta Campanella Management Consortium	Not reported		Not listed	http://www.puntacampanella.org	European Environment Agency	2020-06-30	CDDA_v18_29-05-2020
866	865	555547527			Punta Campanella Marine Protected Area	Punta Campanella Marine Protected Area	SPAMI	Specially Protected Area of Mediterranean Importance	Regional	SPAMI	Marine Protected Area	Secondary	Not assigned	{ITA}	{MWE}	15.39	13.89	15.39	15.24	100	91	Adopted	2009	Not reported	Ministero dell'Ambiente e della Tutela del Territorio e del Mare	Not reported		Not listed	http://www.rac-spa.org/sites/default/files/doc_spamis/spamis/10_punta_campanella.pdf	European Environment Agency	2020-01-07	GIS layer identical to that of the Marine Protected Area (WDPA ID: 13165)
868		555529987	ITB042210		Punta Giunchera	Punta Giunchera	Special Area of Conservation (Habitats Directive)	Special Area of Conservation (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{ITA}	{MWE}	0.38	0.36	0.54	0.54	71	67	Designated	2017	Not reported	Regione Autonoma della Sardegna	Fully implemented	http://buras.regione.sardegna.it/custom/frontend/viewPart.xhtml?partId=4ee5f3e3-8c20-45e9-9c8e-19b6571c32d8	Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,ITB042210	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
869		555529974	ITB040028		Punta S'Aliga	Punta S'Aliga	Special Area of Conservation (Habitats Directive)	Special Area of Conservation (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{ITA}	{MWE}	3.89	4.17	6.94	6.95	56	60	Designated	2017	Not reported	Regione Autonoma della Sardegna	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,ITB040028	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
870		555529478	IT9150006		Rauccio	Rauccio	Special Area of Conservation (Habitats Directive)	Special Area of Conservation (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{ITA}	{MAD}	59.97	60.01	65.9	65.84	91	91	Designated	2018	Not reported	Regione Puglia	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,IT9150006	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
871	871	390447			Regno di Nettuno	Regno di Nettuno	Marine Protected Area (Italy)	Area Marina Protetta	National	MPA with a national statute	Marine Protected Area	Main	IV - Habitat/species management area	{ITA}	{MWE}	112.56	110.65	112.56	112.64	100	98	Designated	2007	Not reported	Regno di Nettuno Management Consortium	Not reported		Not listed	http://www.nettunoamp.org	European Environment Agency	2020-06-30	CDDA_v18_29-05-2020
1722		555578836	IT3330008		Relitti di Posidonia presso Grado	Relitti di Posidonia presso Grado	Proposed Site of Community Importance (Habitats Directive)	Proposed Site of Community Importance (Habitats Directive)	Regional	Marine Natura 2000 proposed site	Site of conservation interest	Not reported	Not reported	{ITA}	{MAD}	0.01	0.01	0.01	0.01	100	100	Proposed	2013	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,IT3330008	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
872		555528781	IT4070026		Relitto della piattaforma Paguro	Relitto della piattaforma Paguro	Special Area of Conservation (Habitats Directive)	Special Area of Conservation (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{ITA}	{MAD}	0.66	0.66	0.66	0.66	100	100	Designated	2019	Not reported	ENTE GESTORE: Regione Emilia-Romagna	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,IT4070026	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
1233				119	Sacca di Bellocchio	Sacca di Bellocchio	Ramsar site	Ramsar site	International	Ramsar site	Site of conservation interest	Not reported	Not reported	{ITA}	{MAD}	0.0	0.23	2.23	2.24	0	10	Designated	1976	Not reported	Not reported	Not reported		Not listed	https://rsis.ramsar.org/ris/119	Ministero dell'Ambiente e della Tutela del Territorio e del Mare (Italy)	2015-01-07	Data downloaded using the WFS provided by the national geoportal (http://www.pcn.minambiente.it/GN/).
